product_id,product_name,category,subcategory,unit_price,weight_kg,is_active
PROD_0961,Utilize Real-Time Systems,Automotivo,Acessórios,10.0,8.0,True
PROD_0962,Synthesize Bleeding-Edge Convergence,Eletrônicos,Smartphones,161.16,25.06,True
PROD_0963,Engage Enterprise E-Commerce,Livros,Infantil,55.9,19.21,True
PROD_0964,Reinvent Enterprise Infrastructures,Alimentos,Doces,42.57,12.24,False
PROD_0965,Revolutionize Distributed Action-Items,Eletrônicos,TVs,51.79,29.15,True
PROD_0966,Unleash Intuitive Infrastructures,Esportes,Corrida,83.72,14.0,False
PROD_0967,Empower B2C Architectures,Saúde e Beleza,Cuidados Pessoais,183.36,29.1,True
PROD_0968,Unleash B2C Architectures,Moda,Acessórios,437.26,5.98,True
PROD_0969,Harness Bricks-And-Clicks Platforms,Informática,Componentes,303.9,27.15,True
PROD_0970,Evolve Clicks-And-Mortar Content,Livros,Ficção,1310.32,0.51,True
PROD_0971,Grow Bricks-And-Clicks Niches,Informática,Notebooks,202.42,16.4,True
PROD_0972,Transform End-To-End Infrastructures,Eletrônicos,Smartphones,106.52,12.75,True
PROD_0973,Reinvent User-Centric Systems,Saúde e Beleza,Cuidados Pessoais,52.02,15.8,True
PROD_0974,Engage Transparent Platforms,Saúde e Beleza,Perfumes,54.13,16.65,True
PROD_0975,Utilize E-Business Convergence,Esportes,Natação,171.89,11.73,False
PROD_0976,Engage E-Business Metrics,Brinquedos,Bonecas,27.13,29.95,True
PROD_0977,Expedite World-Class Architectures,Esportes,Ciclismo,118.48,29.3,True
PROD_0978,Implement Distributed E-Markets,Brinquedos,Bonecas,88.0,28.86,True
PROD_0979,Synergize Strategic Schemas,Brinquedos,Veículos,37.57,29.37,False
PROD_0980,Productize Interactive Networks,Livros,Acadêmicos,25.5,23.81,True
PROD_0981,Mesh Frictionless Methodologies,Esportes,Corrida,1862.47,29.66,False
PROD_0982,Synergize Frictionless Channels,Moda,Roupas Masculinas,16.85,26.78,True
PROD_0983,Empower Seamless Niches,Casa e Decoração,Iluminação,82.99,12.54,True
PROD_0984,Synthesize B2B Partnerships,Casa e Decoração,Iluminação,390.37,23.56,True
PROD_0985,Leverage User-Centric Niches,Esportes,Fitness,169.84,27.37,True
PROD_0986,Deploy Seamless Info-Mediaries,Esportes,Futebol,51.0,21.41,True
PROD_0987,Generate Intuitive Relationships,Informática,Periféricos,21.53,12.74,True
PROD_0988,Morph Interactive Functionalities,Livros,Ficção,105.19,2.07,True
PROD_0989,Synthesize 24/365 Bandwidth,Esportes,Fitness,10.0,24.31,True
PROD_0990,Transform Global Content,Informática,Componentes,110.37,28.59,True
PROD_0991,Implement Impactful Supply-Chains,Brinquedos,Bonecas,93.86,10.94,True
PROD_0992,E-Enable Enterprise Supply-Chains,Saúde e Beleza,Perfumes,325.1,4.64,False
PROD_0993,Grow Open-Source E-Commerce,Saúde e Beleza,Vitaminas,22.83,9.86,True
PROD_0994,Transition Global Content,Brinquedos,Jogos,61.06,17.52,True
PROD_0995,Harness 24/365 Info-Mediaries,Alimentos,Importados,152.06,9.58,True
PROD_0996,Harness Virtual Interfaces,Informática,Periféricos,115.2,18.36,False
PROD_0997,Harness Distributed Functionalities,Informática,Software,17.97,29.01,True
PROD_0998,Synthesize Interactive Vortals,Brinquedos,Educativos,41.39,20.15,True
PROD_0999,Synergize Efficient Interfaces,Moda,Acessórios,482.94,10.94,False
PROD_1000,Disintermediate One-To-One Networks,Automotivo,Som,122.88,28.08,True
PROD_1001,Aggregate Viral Methodologies,Eletrônicos,Acessórios,12.22,17.01,True
PROD_1002,Revolutionize Proactive Bandwidth,Brinquedos,Eletrônicos,259.79,3.94,True
PROD_1003,Unleash Best-Of-Breed Systems,Esportes,Fitness,13.21,15.02,True
PROD_1004,Exploit Distributed Partnerships,Esportes,Corrida,62.28,19.64,True
PROD_1005,Transition Transparent Methodologies,Livros,Ficção,176.96,25.16,False
PROD_1006,Synthesize Global Functionalities,Brinquedos,Bonecas,386.24,28.1,True
PROD_1007,Monetize Web-Enabled Portals,Livros,Acadêmicos,10.0,9.59,False
PROD_1008,Repurpose B2C E-Commerce,Brinquedos,Eletrônicos,211.43,4.75,True
PROD_1009,Generate Enterprise Partnerships,Informática,Redes,253.17,2.31,True
PROD_1010,Grow Compelling Applications,Eletrônicos,Áudio,46.14,22.18,True
PROD_1011,Strategize Next-Generation Users,Informática,Software,100.39,23.88,True
PROD_1012,Integrate Bricks-And-Clicks Users,Automotivo,Acessórios,10.0,12.34,True
PROD_1013,Expedite Strategic Platforms,Saúde e Beleza,Vitaminas,10.0,11.94,True
PROD_1014,Revolutionize Interactive Web Services,Casa e Decoração,Móveis,340.44,28.63,True
PROD_1015,Repurpose Synergistic Communities,Brinquedos,Veículos,47.15,27.51,True
PROD_1016,Visualize Revolutionary Networks,Automotivo,Acessórios,59.41,7.07,True
PROD_1017,Visualize Wireless Supply-Chains,Saúde e Beleza,Cuidados Pessoais,119.3,23.45,True
PROD_1018,Generate User-Centric Platforms,Alimentos,Bebidas,58.03,18.72,False
PROD_1019,Implement Mission-Critical Portals,Eletrônicos,Smartphones,51.91,4.71,True
PROD_1020,Enhance Magnetic Systems,Livros,Infantil,144.52,10.77,True
PROD_1021,Disintermediate Impactful Bandwidth,Livros,Autoajuda,14.96,5.41,True
PROD_1022,Revolutionize B2C Convergence,Informática,Software,362.09,8.93,True
PROD_1023,Utilize Compelling Platforms,Esportes,Natação,68.29,18.5,True
PROD_1024,Envisioneer Next-Generation Infrastructures,Saúde e Beleza,Maquiagem,26.93,11.32,True
PROD_1025,Embrace B2B Convergence,Alimentos,Saudáveis,22.91,11.88,True
PROD_1026,Monetize Cross-Platform Bandwidth,Automotivo,Ferramentas,94.74,16.24,True
PROD_1027,Generate Best-Of-Breed Deliverables,Eletrônicos,Áudio,62.33,2.71,True
PROD_1028,Syndicate Cross-Media Info-Mediaries,Saúde e Beleza,Maquiagem,14.03,22.19,True
PROD_1029,Transform Visionary Systems,Alimentos,Orgânicos,43.72,12.11,True
PROD_1030,Harness Innovative Content,Casa e Decoração,Iluminação,34.09,14.46,True
PROD_1031,Integrate One-To-One Web-Readiness,Brinquedos,Eletrônicos,409.21,29.23,False
PROD_1032,Iterate Cross-Platform Experiences,Livros,Ficção,105.27,10.4,True
PROD_1033,Transform Frictionless Action-Items,Automotivo,Som,591.82,19.48,True
PROD_1034,Mesh Virtual Schemas,Livros,Autoajuda,38.4,11.84,True
PROD_1035,Leverage Open-Source Schemas,Automotivo,Peças,63.47,26.84,True
PROD_1036,Brand Plug-And-Play E-Services,Informática,Redes,143.15,25.42,True
PROD_1037,Exploit Wireless Functionalities,Esportes,Fitness,185.85,7.32,True
PROD_1038,Reinvent Viral Functionalities,Automotivo,Som,213.83,20.78,False
PROD_1039,Repurpose User-Centric Interfaces,Livros,Técnicos,31.02,2.05,True
PROD_1040,Utilize 24/365 Systems,Informática,Componentes,32.08,28.9,True
PROD_1041,Benchmark Cutting-Edge Architectures,Automotivo,Acessórios,58.76,10.53,True
PROD_1042,Implement Killer E-Tailers,Casa e Decoração,Utilidades,532.24,24.97,True
PROD_1043,Empower Innovative Networks,Esportes,Fitness,27.09,9.62,True
PROD_1044,Transform Viral Relationships,Automotivo,Acessórios,47.83,19.02,False
PROD_1045,Harness 24/365 Bandwidth,Informática,Software,216.12,29.51,True
PROD_1046,Embrace Back-End Web Services,Saúde e Beleza,Vitaminas,202.68,26.31,False
PROD_1047,Cultivate Holistic Deliverables,Moda,Calçados,175.3,4.89,True
PROD_1048,Whiteboard Turn-Key Metrics,Alimentos,Orgânicos,99.19,16.47,True
PROD_1049,Synergize Impactful Applications,Moda,Roupas Masculinas,25.07,10.52,False
PROD_1050,Embrace Cross-Media Convergence,Moda,Acessórios,39.29,13.09,True
PROD_1051,Iterate Ubiquitous E-Business,Eletrônicos,Acessórios,347.86,10.12,False
PROD_1052,Reinvent Seamless E-Business,Casa e Decoração,Tapetes,227.78,10.15,True
PROD_1053,Benchmark Strategic Methodologies,Saúde e Beleza,Perfumes,18.14,16.32,True
PROD_1054,Enable Turn-Key Initiatives,Brinquedos,Eletrônicos,255.53,5.84,True
PROD_1055,Incentivize Extensible Initiatives,Automotivo,Som,432.91,16.17,True
PROD_1056,Reinvent Out-Of-The-Box Eyeballs,Alimentos,Orgânicos,96.02,8.44,True
PROD_1057,Deliver Integrated E-Markets,Esportes,Futebol,150.14,8.74,True
PROD_1058,Expedite Global Networks,Saúde e Beleza,Perfumes,303.01,22.19,False
PROD_1059,Synergize Cutting-Edge Roi,Livros,Acadêmicos,39.06,0.98,True
PROD_1060,Synthesize Virtual Schemas,Brinquedos,Jogos,1473.68,11.49,True
PROD_1061,Leverage Holistic Technologies,Eletrônicos,Áudio,390.6,12.29,True
PROD_1062,Enable Viral Vortals,Eletrônicos,Áudio,168.82,14.6,True
PROD_1063,E-Enable Customized E-Business,Saúde e Beleza,Cabelos,86.37,20.1,True
PROD_1064,Streamline Synergistic Synergies,Informática,Periféricos,163.0,11.15,True
PROD_1065,Synthesize Global Solutions,Moda,Roupas Masculinas,13.84,6.47,True
PROD_1066,Transition Integrated Schemas,Livros,Ficção,1095.0,26.56,True
PROD_1067,Deliver Rich E-Markets,Eletrônicos,Smartphones,348.86,29.43,True
PROD_1068,Innovate Holistic E-Markets,Alimentos,Importados,521.56,0.7,True
PROD_1069,Unleash Visionary Models,Eletrônicos,TVs,93.4,16.44,True
PROD_1070,Leverage Strategic Networks,Esportes,Futebol,58.42,10.32,True
PROD_1071,Utilize Magnetic Technologies,Automotivo,Óleos,40.08,8.38,True
PROD_1072,Integrate Efficient E-Services,Eletrônicos,Smartphones,238.96,10.14,True
PROD_1073,Incubate Front-End Communities,Esportes,Fitness,48.66,19.2,False
PROD_1074,Revolutionize Ubiquitous Networks,Saúde e Beleza,Cabelos,71.89,5.8,True
PROD_1075,Extend Rich Schemas,Saúde e Beleza,Vitaminas,173.41,27.39,True
PROD_1076,Deliver One-To-One Networks,Brinquedos,Jogos,40.81,14.04,True
PROD_1077,Embrace Real-Time Users,Eletrônicos,TVs,315.05,9.83,True
PROD_1078,Transition Bricks-And-Clicks Users,Alimentos,Orgânicos,88.12,22.99,True
PROD_1079,Transition Revolutionary Systems,Eletrônicos,Câmeras,14.74,0.59,True
PROD_1080,Incubate Killer E-Commerce,Alimentos,Saudáveis,40.29,13.01,True
PROD_1081,Transform Interactive Content,Casa e Decoração,Quadros,432.6,10.72,True
PROD_1082,Cultivate Robust Systems,Brinquedos,Educativos,29.24,10.21,True
PROD_1083,Morph Cross-Media Infrastructures,Casa e Decoração,Móveis,263.19,10.18,False
PROD_1084,Grow 24/7 Action-Items,Eletrônicos,TVs,104.17,1.04,False
PROD_1085,Architect Cross-Media E-Business,Brinquedos,Bonecas,73.26,4.65,True
PROD_1086,Whiteboard Cutting-Edge Communities,Casa e Decoração,Iluminação,1835.57,4.34,True
PROD_1087,Re-Intermediate Global E-Tailers,Moda,Calçados,19.28,29.66,True
PROD_1088,Transition Best-Of-Breed Markets,Eletrônicos,Câmeras,37.03,0.76,True
PROD_1089,Maximize Cross-Media Users,Casa e Decoração,Móveis,87.52,5.1,True
PROD_1090,Empower Frictionless Vortals,Moda,Calçados,1634.18,29.23,True
PROD_1091,Unleash Distributed Technologies,Moda,Acessórios,87.77,18.88,True
PROD_1092,Maximize Real-Time Mindshare,Saúde e Beleza,Perfumes,125.1,13.57,False
PROD_1093,Productize Mission-Critical Channels,Eletrônicos,Áudio,60.16,2.45,True
PROD_1094,Engineer Transparent Markets,Moda,Roupas Femininas,138.43,20.12,True
PROD_1095,Empower End-To-End Channels,Saúde e Beleza,Maquiagem,64.81,4.22,True
PROD_1096,Incentivize B2B Vortals,Casa e Decoração,Iluminação,207.35,20.17,True
PROD_1097,E-Enable Interactive Methodologies,Esportes,Natação,227.93,29.38,True
PROD_1098,Strategize Holistic Eyeballs,Eletrônicos,TVs,67.97,16.01,False
PROD_1099,Maximize Real-Time Functionalities,Brinquedos,Eletrônicos,23.32,6.5,True
PROD_1100,Deploy Enterprise Systems,Alimentos,Bebidas,100.71,18.8,True
PROD_1101,Optimize E-Business Interfaces,Alimentos,Doces,484.22,15.44,True
PROD_1102,Deliver Efficient Relationships,Casa e Decoração,Iluminação,33.38,16.04,True
PROD_1103,Target Holistic Vortals,Informática,Notebooks,134.38,14.4,True
PROD_1104,Benchmark Clicks-And-Mortar Infrastructures,Informática,Componentes,21.18,20.24,False
PROD_1105,Drive Ubiquitous Functionalities,Casa e Decoração,Iluminação,25.85,17.2,True
PROD_1106,Repurpose Synergistic Partnerships,Moda,Roupas Masculinas,428.56,29.61,True
PROD_1107,Generate Impactful E-Tailers,Eletrônicos,Acessórios,206.4,24.79,True
PROD_1108,Brand Killer Models,Alimentos,Importados,136.83,8.01,False
PROD_1109,Empower World-Class Technologies,Alimentos,Saudáveis,10.0,21.8,True
PROD_1110,Facilitate End-To-End Networks,Moda,Roupas Masculinas,46.36,6.51,True
PROD_1111,Iterate Holistic Supply-Chains,Alimentos,Saudáveis,186.45,23.49,True
PROD_1112,Productize Scalable Paradigms,Brinquedos,Educativos,15.82,4.51,True
PROD_1113,Transform Ubiquitous Web-Readiness,Eletrônicos,Smartphones,58.87,14.26,True
PROD_1114,Embrace Granular Systems,Automotivo,Som,225.88,23.74,True
PROD_1115,Target Clicks-And-Mortar E-Commerce,Alimentos,Bebidas,14.68,8.48,True
PROD_1116,Aggregate End-To-End Experiences,Casa e Decoração,Iluminação,12.0,25.13,True
PROD_1117,Monetize Granular Niches,Brinquedos,Educativos,14.99,19.36,True
PROD_1118,Evolve Bricks-And-Clicks Portals,Alimentos,Doces,134.48,11.99,True
PROD_1119,Evolve Out-Of-The-Box Web Services,Brinquedos,Educativos,46.14,12.76,True
PROD_1120,Productize Frictionless Markets,Saúde e Beleza,Vitaminas,258.18,27.79,True
PROD_1121,Strategize Extensible E-Services,Automotivo,Peças,104.09,6.61,True
PROD_1122,Brand E-Business Platforms,Livros,Ficção,859.75,20.83,True
PROD_1123,Implement Killer Info-Mediaries,Casa e Decoração,Utilidades,20.39,21.25,False
PROD_1124,Optimize End-To-End Applications,Casa e Decoração,Iluminação,134.04,27.68,True
PROD_1125,Enhance Visionary Synergies,Eletrônicos,TVs,34.67,21.42,True
PROD_1126,Implement Cross-Platform Initiatives,Brinquedos,Bonecas,184.98,17.58,True
PROD_1127,Cultivate Cutting-Edge Channels,Moda,Infantil,103.95,27.09,True
PROD_1128,Syndicate Intuitive E-Services,Casa e Decoração,Utilidades,27.34,24.89,True
PROD_1129,Synergize E-Business Platforms,Brinquedos,Jogos,74.55,21.53,True
PROD_1130,Transform Turn-Key Relationships,Brinquedos,Eletrônicos,98.27,1.07,True
PROD_1131,Matrix Seamless Channels,Esportes,Futebol,43.85,11.27,True
PROD_1132,Synergize Global Experiences,Esportes,Ciclismo,215.42,18.99,True
PROD_1133,Innovate B2B Partnerships,Livros,Ficção,26.12,15.72,True
PROD_1134,Mesh Value-Added E-Business,Saúde e Beleza,Maquiagem,1106.78,9.65,True
PROD_1135,Visualize Frictionless Systems,Livros,Técnicos,282.71,4.42,True
PROD_1136,Seize Killer Functionalities,Alimentos,Doces,136.8,16.63,True
PROD_1137,Extend B2C E-Markets,Moda,Infantil,2736.34,8.65,False
PROD_1138,Re-Intermediate Visionary E-Tailers,Alimentos,Saudáveis,62.11,7.07,True
PROD_1139,Evolve Mission-Critical Channels,Informática,Periféricos,187.48,12.03,True
PROD_1140,Engineer 24/7 Applications,Alimentos,Bebidas,117.59,23.59,True
PROD_1141,Drive Integrated Convergence,Eletrônicos,Smartphones,234.38,14.69,True
PROD_1142,Brand Turn-Key Channels,Alimentos,Bebidas,542.04,6.57,True
PROD_1143,Incentivize Efficient Experiences,Livros,Acadêmicos,173.95,3.6,True
PROD_1144,Evolve Interactive Schemas,Casa e Decoração,Quadros,314.24,15.02,True
PROD_1145,Expedite Front-End Web-Readiness,Casa e Decoração,Iluminação,46.5,23.85,False
PROD_1146,Iterate Seamless E-Tailers,Esportes,Corrida,70.29,19.62,True
PROD_1147,Mesh Dynamic Interfaces,Moda,Acessórios,642.87,7.04,True
PROD_1148,Envisioneer Scalable Action-Items,Moda,Calçados,184.24,13.16,True
PROD_1149,Synthesize Integrated Initiatives,Eletrônicos,Câmeras,121.27,25.67,True
PROD_1150,Incentivize Rich Functionalities,Livros,Ficção,36.46,5.41,True
PROD_1151,Expedite Intuitive Deliverables,Esportes,Ciclismo,287.12,16.01,True
PROD_1152,Matrix Value-Added Relationships,Informática,Componentes,35.24,10.75,True
PROD_1153,Re-Contextualize Turn-Key Channels,Moda,Acessórios,24.74,3.81,True
PROD_1154,Synergize Next-Generation Relationships,Casa e Decoração,Utilidades,103.33,1.59,True
PROD_1155,Incubate Virtual Info-Mediaries,Alimentos,Importados,10.0,16.72,True
PROD_1156,Revolutionize Intuitive Web-Readiness,Alimentos,Orgânicos,187.41,0.72,True
PROD_1157,Benchmark Innovative Synergies,Esportes,Natação,141.5,3.19,True
PROD_1158,Morph Killer Paradigms,Livros,Técnicos,58.95,10.49,True
PROD_1159,Re-Contextualize Leading-Edge Interfaces,Livros,Ficção,65.72,1.4,True
PROD_1160,Deliver Front-End Functionalities,Saúde e Beleza,Maquiagem,78.01,12.07,True
PROD_1161,Unleash Next-Generation E-Commerce,Automotivo,Acessórios,34.92,4.0,True
PROD_1162,Scale Wireless Infrastructures,Moda,Acessórios,112.34,10.56,True
PROD_1163,Whiteboard B2C Niches,Livros,Ficção,66.73,23.76,True
PROD_1164,Evolve Extensible Infrastructures,Casa e Decoração,Iluminação,103.02,18.83,False
PROD_1165,Deliver Best-Of-Breed Eyeballs,Esportes,Ciclismo,74.67,13.42,True
PROD_1166,Incubate World-Class Interfaces,Informática,Componentes,58.97,2.85,True
PROD_1167,Benchmark Innovative Content,Saúde e Beleza,Maquiagem,125.74,18.61,True
PROD_1168,Scale User-Centric Action-Items,Brinquedos,Educativos,229.83,4.99,True
PROD_1169,Streamline Interactive Infrastructures,Eletrônicos,TVs,47.96,2.39,True
PROD_1170,Re-Contextualize User-Centric Initiatives,Informática,Componentes,144.69,19.95,False
PROD_1171,Target Leading-Edge Content,Brinquedos,Educativos,167.89,27.37,True
PROD_1172,Repurpose Virtual Initiatives,Alimentos,Doces,19.29,13.87,False
PROD_1173,Implement Global Synergies,Eletrônicos,Smartphones,290.57,1.33,True
PROD_1174,Leverage Rich Convergence,Moda,Acessórios,1061.82,26.42,True
PROD_1175,Mesh Back-End Communities,Casa e Decoração,Móveis,80.99,2.1,True
PROD_1176,Disintermediate End-To-End Niches,Eletrônicos,Áudio,73.3,26.04,True
PROD_1177,Drive 24/7 Web-Readiness,Automotivo,Óleos,69.71,11.82,True
PROD_1178,Facilitate Cutting-Edge Niches,Brinquedos,Educativos,189.56,11.03,True
PROD_1179,Mesh Innovative Portals,Moda,Roupas Femininas,166.16,16.33,True
PROD_1180,Unleash Intuitive Models,Automotivo,Óleos,13.35,28.72,True
PROD_1181,Target Bricks-And-Clicks Markets,Alimentos,Doces,31.84,26.97,True
PROD_1182,Synthesize Frictionless Relationships,Automotivo,Ferramentas,165.47,14.16,True
PROD_1183,Leverage Dot-Com Platforms,Saúde e Beleza,Cabelos,75.64,20.91,True
PROD_1184,Productize One-To-One E-Services,Saúde e Beleza,Vitaminas,22.21,17.45,True
PROD_1185,Extend Clicks-And-Mortar Paradigms,Esportes,Ciclismo,544.74,20.83,True
PROD_1186,Iterate Value-Added Action-Items,Informática,Notebooks,34.48,24.9,True
PROD_1187,Integrate Collaborative Relationships,Informática,Notebooks,93.97,1.13,True
PROD_1188,Synergize B2C Roi,Moda,Roupas Masculinas,73.27,9.84,True
PROD_1189,Re-Contextualize Robust Schemas,Alimentos,Orgânicos,24.67,28.78,True
PROD_1190,Exploit Next-Generation E-Services,Livros,Técnicos,112.39,28.49,False
PROD_1191,Harness Interactive E-Markets,Saúde e Beleza,Cabelos,144.1,0.44,True
PROD_1192,Redefine Turn-Key Niches,Moda,Acessórios,51.36,6.12,True
PROD_1193,Transition Intuitive Networks,Livros,Autoajuda,60.13,29.81,True
PROD_1194,Disintermediate 24/7 Mindshare,Informática,Notebooks,185.04,14.84,True
PROD_1195,Innovate Scalable Roi,Esportes,Corrida,10.0,17.23,True
PROD_1196,Enhance Revolutionary Interfaces,Automotivo,Acessórios,32.65,5.08,False
PROD_1197,Optimize Plug-And-Play Technologies,Saúde e Beleza,Maquiagem,116.29,26.84,False
PROD_1198,Revolutionize Extensible Vortals,Moda,Roupas Masculinas,47.84,7.01,True
PROD_1199,Evolve Ubiquitous Synergies,Eletrônicos,TVs,47.03,5.77,True
PROD_1200,Disintermediate 24/365 Technologies,Livros,Ficção,265.61,6.92,True
PROD_1201,Maximize Seamless E-Business,Automotivo,Som,42.1,27.6,False
PROD_1202,Incentivize Plug-And-Play Relationships,Saúde e Beleza,Vitaminas,967.79,21.12,True
PROD_1203,Benchmark Rich Solutions,Informática,Componentes,10.96,23.08,True
PROD_1204,Drive Interactive Eyeballs,Alimentos,Doces,10.0,11.37,True
PROD_1205,Implement Transparent Web-Readiness,Livros,Autoajuda,258.46,27.28,False
PROD_1206,Enhance Cross-Media Functionalities,Informática,Software,27.64,23.7,False
PROD_1207,E-Enable Value-Added Supply-Chains,Saúde e Beleza,Maquiagem,28.21,22.54,True
PROD_1208,Implement Enterprise Content,Livros,Infantil,293.44,29.13,True
PROD_1209,Transform Best-Of-Breed Deliverables,Automotivo,Acessórios,49.56,11.05,True
PROD_1210,Incentivize Next-Generation Models,Saúde e Beleza,Vitaminas,268.39,18.37,True
PROD_1211,Streamline B2B Niches,Brinquedos,Educativos,43.27,27.31,True
PROD_1212,Evolve Revolutionary E-Services,Moda,Acessórios,139.08,23.75,True
PROD_1213,Productize Transparent Relationships,Automotivo,Acessórios,48.73,16.95,True
PROD_1214,Target Strategic Applications,Livros,Autoajuda,29.85,2.38,False
PROD_1215,Transform Global Functionalities,Alimentos,Bebidas,718.18,19.62,True
PROD_1216,Transition Impactful Partnerships,Informática,Software,343.69,15.84,True
PROD_1217,Benchmark Leading-Edge E-Commerce,Eletrônicos,TVs,37.64,5.61,True
PROD_1218,Repurpose End-To-End Action-Items,Informática,Redes,72.67,26.48,True
PROD_1219,Envisioneer Back-End Vortals,Livros,Técnicos,529.26,10.36,True
PROD_1220,Re-Contextualize Impactful Vortals,Informática,Software,27.5,11.69,True
PROD_1221,Harness Customized Niches,Moda,Acessórios,29.34,20.2,True
PROD_1222,Enhance Intuitive Solutions,Saúde e Beleza,Vitaminas,158.23,14.72,True
PROD_1223,Enable Sticky Eyeballs,Eletrônicos,TVs,1372.78,2.77,True
PROD_1224,Transform Frictionless Systems,Casa e Decoração,Iluminação,96.02,11.68,True
PROD_1225,Target Turn-Key E-Markets,Livros,Ficção,317.28,2.92,True
PROD_1226,Embrace Synergistic E-Tailers,Esportes,Ciclismo,26.55,5.8,True
PROD_1227,Grow Extensible Bandwidth,Casa e Decoração,Móveis,138.83,0.31,True
PROD_1228,Morph 24/7 Infrastructures,Informática,Redes,58.47,5.52,True
PROD_1229,Leverage Seamless Metrics,Livros,Técnicos,845.52,9.98,True
PROD_1230,Integrate Killer Vortals,Brinquedos,Veículos,613.04,16.19,True
PROD_1231,Orchestrate E-Business Action-Items,Esportes,Natação,1387.56,27.59,False
PROD_1232,Seize Impactful Mindshare,Eletrônicos,Áudio,39.07,16.26,False
PROD_1233,Streamline Seamless Portals,Alimentos,Importados,93.93,21.2,False
PROD_1234,Transition Virtual Web-Readiness,Brinquedos,Veículos,141.2,10.79,True
PROD_1235,Strategize Customized Schemas,Casa e Decoração,Iluminação,40.95,22.57,True
PROD_1236,Extend Interactive Platforms,Saúde e Beleza,Vitaminas,105.35,18.65,True
PROD_1237,Target Sticky Channels,Moda,Calçados,267.94,13.85,True
PROD_1238,Embrace Value-Added Markets,Alimentos,Orgânicos,46.51,5.89,True
PROD_1239,E-Enable Magnetic Channels,Brinquedos,Veículos,38.71,9.18,True
PROD_1240,Aggregate Wireless Relationships,Saúde e Beleza,Cabelos,35.75,18.67,True
PROD_1241,Innovate Strategic Applications,Saúde e Beleza,Cabelos,17.95,12.84,False
PROD_1242,Benchmark Back-End Partnerships,Livros,Autoajuda,250.83,26.69,True
PROD_1243,Utilize Innovative Solutions,Brinquedos,Jogos,38.6,7.12,False
PROD_1244,Productize Visionary Channels,Eletrônicos,Câmeras,34.01,2.28,True
PROD_1245,Evolve Open-Source Initiatives,Informática,Redes,169.84,17.72,True
PROD_1246,Integrate Plug-And-Play Markets,Esportes,Corrida,88.88,26.59,False
PROD_1247,Leverage User-Centric Interfaces,Esportes,Ciclismo,47.91,11.01,True
PROD_1248,Synthesize Proactive Architectures,Casa e Decoração,Tapetes,238.12,19.47,True
PROD_1249,Innovate Cutting-Edge Roi,Casa e Decoração,Tapetes,45.67,7.02,True
PROD_1250,Seize Killer Roi,Esportes,Natação,10.0,16.8,False
PROD_1251,Empower Efficient Systems,Eletrônicos,Áudio,445.81,23.63,True
PROD_1252,Matrix B2C Paradigms,Moda,Infantil,33.32,26.02,True
PROD_1253,Re-Intermediate Interactive Experiences,Automotivo,Óleos,37.99,3.24,True
PROD_1254,Envisioneer Rich E-Markets,Informática,Software,38.19,10.76,True
PROD_1255,Matrix Compelling Markets,Moda,Calçados,96.69,19.23,True
PROD_1256,Evolve Efficient Architectures,Livros,Acadêmicos,64.77,1.14,False
PROD_1257,Enable Next-Generation Solutions,Automotivo,Óleos,294.62,20.75,True
PROD_1258,Visualize Interactive Functionalities,Automotivo,Óleos,648.16,15.89,False
PROD_1259,Exploit Vertical Architectures,Brinquedos,Jogos,39.84,8.73,True
PROD_1260,Generate Synergistic Info-Mediaries,Eletrônicos,Acessórios,29.21,24.46,True
PROD_1261,Incubate Holistic Convergence,Eletrônicos,Acessórios,48.12,8.77,False
PROD_1262,Redefine World-Class Architectures,Automotivo,Som,152.46,29.74,True
PROD_1263,Empower Viral Web-Readiness,Brinquedos,Educativos,78.29,24.51,True
PROD_1264,Harness Magnetic Web-Readiness,Informática,Componentes,49.38,21.27,False
PROD_1265,Productize Efficient Markets,Automotivo,Som,18.98,1.93,True
PROD_1266,Exploit Collaborative Deliverables,Alimentos,Bebidas,10.0,27.14,True
PROD_1267,Seize Bleeding-Edge Communities,Casa e Decoração,Iluminação,26.96,23.72,True
PROD_1268,Transform Interactive Web Services,Casa e Decoração,Utilidades,410.47,6.95,True
PROD_1269,Incentivize Real-Time Users,Moda,Infantil,151.9,11.83,False
PROD_1270,Transition Leading-Edge E-Services,Livros,Ficção,71.53,8.13,True
PROD_1271,Maximize Integrated Convergence,Casa e Decoração,Tapetes,216.1,29.53,True
PROD_1272,Re-Contextualize Virtual Roi,Saúde e Beleza,Maquiagem,19.19,25.64,True
PROD_1273,Incentivize Turn-Key Convergence,Moda,Infantil,96.36,27.91,True
PROD_1274,Redefine Proactive Convergence,Casa e Decoração,Tapetes,10.55,23.68,True
PROD_1275,Maximize B2B Networks,Livros,Técnicos,136.35,13.74,True
PROD_1276,Aggregate Rich Users,Eletrônicos,Câmeras,122.91,6.24,True
PROD_1277,Monetize Virtual Models,Eletrônicos,Câmeras,126.47,6.32,True
PROD_1278,Integrate E-Business Markets,Informática,Periféricos,365.45,4.64,True
PROD_1279,Enhance Magnetic Web-Readiness,Automotivo,Peças,228.42,16.44,True
PROD_1280,Mesh Compelling Synergies,Alimentos,Orgânicos,21.1,27.61,True
PROD_1281,Facilitate 24/365 Channels,Eletrônicos,TVs,372.14,29.75,True
PROD_1282,Facilitate Virtual Vortals,Brinquedos,Educativos,70.01,8.69,False
